01;45195
02;17579
03;14758
04;19271
05;17267
06;17384
07;15220
08;13874
09;19353
10;13212
11;19196
12;21905
13;13860
14;20181
15;14564
16;23766
17;15739
18;15609
19;16374
20;15121
