210101116;03;17
210101116;09;18
210102029;02;17
210102029;11;18
210103125;04;17
210103125;09;18
210103125;09;19
210103127;11;17
210103127;11;18
210103127;11;19
210104053;10;19
210104053;11;17
210104053;11;18
210107016;03;17
210108026;11;20
210121069;08;19
210121069;11;17
210121069;11;18
220101035;02;17
220123012;11;17
