220101035;02;105984
210102029;02;87831
210107069;02;72396
210101099;02;63592
220123012;02;61303
210103125;02;56976
210103127;02;51904
210101111;02;51183
210103082;02;43526
210102046;02;43285
210104009;02;42270
210103092;02;39306
210121069;02;37610
210107023;02;37404
210107099;02;36482
210101116;02;35128
210107016;02;34961
210108026;02;31621
210104053;02;31420
210107071;02;23264
210103087;02;22639
210107067;02;22204
210107044;02;20034
210107034;02;19901
210103126;02;19271
220121073;02;19148
210107001;02;18773
